,Country,State,City,Zip_Code,Latitude,Longitude,Gender,Senior_Citizen,Partner,Dependents,Tenure_Months,Phone_Service,Multiple_Lines,Internet_Service,Online_Security,Online_Backup,Device_Protection,Tech_Support,Streaming_TV,Streaming_Movies,Contract,Paperless_Billing,Payment_Method,Monthly_Charges,Total_Charges,CLTV,churn_probability,monthly_charges,revenue_at_risk,y_true
1237,United States,California,Wheatland,95692,39.043387,-121.409837,Male,No,No,No,1,Yes,Yes,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Mailed check,62.05,62.05,2937,0.3259515746308199,62.05,242.70354247010852,1
3866,United States,California,Forest Knolls,94933,38.010092,-122.689442,Male,No,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,44.0,44.0,2785,0.4574834502968856,44.0,241.5512617567556,0
415,United States,California,Lakehead,96051,40.883853,-122.418258,Female,No,No,No,7,Yes,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,59.5,415.95,4661,0.3375457775293707,59.5,241.00768515597065,1
5984,United States,California,Santa Barbara,93103,34.438581,-119.685368,Female,Yes,No,No,46,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),91.3,4126.35,3191,0.21922802248410123,91.3,240.1862214335813,0
4722,United States,California,Santa Ana,92704,33.719869,-117.907063,Female,No,No,No,9,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,43.75,405.7,5644,0.4574834502968856,43.75,240.17881140586493,0
3144,United States,California,Gardena,90247,33.890853,-118.297967,Male,No,No,No,31,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,71.05,2168.15,4443,0.2808310242970664,71.05,239.4365313156788,0
7022,United States,California,Niland,92257,33.345825,-115.596574,Female,No,No,No,1,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,49.95,49.95,5230,0.3989693472362214,49.95,239.14222673339114,0
4767,United States,California,Santa Barbara,93105,34.037342,-119.80079,Male,No,No,No,9,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),68.25,576.95,4366,0.29191082931730505,68.25,239.07496921087284,0
6655,United States,California,Bieber,96009,41.083464,-121.107929,Female,No,Yes,No,67,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),105.7,6816.95,5027,0.18638773235046527,105.7,236.41419971333016,0
796,United States,California,Nicolaus,95659,38.788898,-121.608624,Female,No,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,45.4,45.4,2168,0.4312860627787433,45.4,234.96464700185936,1
193,United States,California,Palmdale,93591,34.598221,-117.79593,Male,No,No,No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,45.35,89.5,3478,0.4312860627787433,45.35,234.70587536419214,1
3886,United States,California,Campbell,95008,37.279689,-121.954567,Female,No,No,No,63,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),108.25,6780.1,5331,0.1803380077968037,108.25,234.259072128048,0
2154,United States,California,Indio,92203,33.752938,-116.230055,Male,No,No,No,48,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),108.1,5067.45,5994,0.1803380077968037,108.1,233.93446371401373,0
6969,United States,California,Oceanside,92054,33.351059,-117.420557,Male,No,No,No,35,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,One year,Yes,Electronic check,89.2,3251.3,4446,0.21695820705899904,89.2,232.2320648359526,0
3411,United States,California,Fontana,92335,34.087558,-117.464096,Male,No,No,Yes,18,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),80.55,1406.65,5334,0.23874151074151073,80.55,230.76754428274427,0
5723,United States,California,Mt Baldy,91759,34.231318,-117.662032,Female,No,No,No,8,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),65.5,573.15,3033,0.29344168373699414,65.5,230.6451634172774,0
29,United States,California,Pico Rivera,90660,33.989524,-118.089299,Female,Yes,No,Yes,27,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,78.05,2135.5,4638,0.24523723723723725,78.05,229.68919639639643,1
2931,United States,California,El Dorado Hills,95762,38.684437,-121.055634,Male,No,Yes,No,3,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,55.8,154.55,2662,0.3415457775293707,55.8,228.6990526336666,0
2075,United States,California,San Gabriel,91775,34.114772,-118.089431,Male,Yes,Yes,No,21,Yes,No,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),64.95,1339.8,4604,0.29130721477325694,64.95,227.04484319427644,0
1824,United States,California,San Gabriel,91775,34.114772,-118.089431,Male,No,No,Yes,12,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),73.75,871.4,2010,0.256420910706625,73.75,226.93250597536314,1
4548,United States,California,Escondido,92026,33.21846,-117.116916,Male,No,No,No,9,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,69.5,653.25,3628,0.2717893796389809,69.5,226.67234261891008,0
4262,United States,California,Macdoel,96058,41.769709,-121.92063,Male,No,No,No,16,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,55.3,875.35,3771,0.3415457775293707,55.3,226.6497779684904,0
5179,United States,California,Coulterville,95311,37.722127,-120.110174,Female,No,No,No,61,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Mailed check,89.2,5500.6,5536,0.21141880341880342,89.2,226.30268717948718,0
795,United States,California,Newcastle,95658,38.883224,-121.15918,Female,Yes,No,No,2,No,No phone service,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,30.4,78.65,4002,0.6197467698849698,30.4,226.08362165403696,1
1778,United States,California,Bellflower,90706,33.887676,-118.127289,Female,Yes,No,No,40,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),79.2,3233.85,3207,0.23698326898326902,79.2,225.22889884169888,1
2950,United States,California,Sacramento,95835,38.685069,-121.543709,Female,No,No,No,23,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,One year,Yes,Mailed check,73.75,1756.6,3483,0.2527927927927928,73.75,223.72162162162164,0
4193,United States,California,Goodyears Bar,95944,39.564113,-120.868836,Female,No,No,No,26,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,One year,Yes,Bank transfer (automatic),95.85,2475.35,3834,0.19325848064978499,95.85,222.2859044433827,0
4324,United States,California,Los Angeles,90018,34.028735,-118.317236,Male,Yes,Yes,No,18,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),59.1,1011.05,2422,0.3125187936337762,59.1,221.6383284450741,0
1262,United States,California,Oroville,95966,39.473896,-121.415927,Male,No,No,No,1,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,53.95,53.95,2771,0.3415457775293707,53.95,221.1167363725146,1
2820,United States,California,Occidental,95465,38.415003,-122.998726,Female,No,No,No,1,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),74.1,74.1,2900,0.24723723723723726,74.1,219.84335135135137,0
5105,United States,California,Brookdale,95007,37.106902,-122.100006,Female,Yes,No,No,4,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,48.75,179.85,3048,0.3744131975036011,48.75,219.03172053960665,0
778,United States,California,Smith River,95567,41.950683,-124.097094,Male,No,No,No,10,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,33.9,298.45,2529,0.5348529411764706,33.9,217.57817647058823,1
430,United States,California,Topaz,96133,38.636052,-119.489162,Male,Yes,No,No,17,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,45.05,770.6,3797,0.399730815127882,45.05,216.094478658133,1
3547,United States,California,Simi Valley,93063,34.296813,-118.685703,Female,Yes,No,No,7,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,48.2,340.35,5525,0.3720602563271305,48.2,215.19965225961232,0
6324,United States,California,Santa Cruz,95060,36.993451,-122.098858,Male,No,No,No,19,Yes,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),61.55,1093.2,5831,0.29130721477325694,61.55,215.15950883152757,0
2059,United States,California,Rancho Cucamonga,91730,34.10097,-117.57882,Female,No,Yes,No,51,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,93.5,4619.55,5561,0.1916990876618206,93.5,215.0863763565627,0
4937,United States,California,Carmel,93923,36.460611,-121.852507,Male,Yes,No,No,2,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,49.95,107.1,5251,0.35872692299379716,49.95,215.020917642482,0
1578,United States,California,Oakland,94603,37.739113,-122.175602,Female,No,No,No,12,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,One year,No,Mailed check,74.05,872.65,4149,0.24071549810680248,74.05,213.8997916177047,1
3855,United States,California,San Rafael,94903,38.018065,-122.546024,Female,No,No,No,7,Yes,No,DSL,Yes,No,No,No,No,Yes,One year,Yes,Electronic check,59.1,369.25,4770,0.3015898318851423,59.1,213.88750877294297,0
837,United States,California,Bieber,96009,41.083464,-121.107929,Female,No,Yes,No,22,Yes,No,DSL,No,Yes,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),69.5,1498.2,5922,0.256420910706625,69.5,213.85503952932527,1
952,United States,California,Pala,92059,33.384345,-117.072619,Female,Yes,Yes,No,2,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),50.15,115.1,5461,0.35472692299379716,50.15,213.47466225766712,1
2745,United States,California,Crows Landing,95313,37.435664,-121.049056,Male,No,Yes,Yes,18,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,87.9,1500.5,5192,0.2017022291610251,87.9,212.75551131904928,0
7037,United States,California,Yucca Valley,92284,34.159534,-116.425984,Female,No,No,No,12,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,No,Electronic check,60.65,743.3,3740,0.29204795551399765,60.65,212.55250202308747,0
1857,United States,California,Calipatria,92233,33.143826,-115.497485,Male,No,No,No,3,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,49.9,130.1,5585,0.35472692299379716,49.9,212.41048148868575,1
349,United States,California,Rio Dell,95562,40.485849,-124.163234,Female,Yes,No,No,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,25.2,25.2,5688,0.6964881335027402,25.2,210.61801157122864,1
5430,United States,California,Palermo,95968,39.435756,-121.552071,Male,Yes,Yes,No,72,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Credit card (automatic),97.25,7133.1,6156,0.1803380077968037,97.25,210.45445509886991,0
1630,United States,California,Oakdale,95361,37.785033,-120.776141,Male,No,No,No,4,No,No phone service,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,29.65,118.5,4207,0.5903621545003543,29.65,210.05085457122607,1
4577,United States,California,San Diego,92110,32.76501,-117.19938,Male,No,No,No,4,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,50.8,202.3,4521,0.3415457775293707,50.8,208.2063059819044,0
6343,United States,California,San Jose,95128,37.316146,-121.936285,Male,No,No,No,1,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),49.8,49.8,2978,0.34779796124516327,49.8,207.84406164010954,0
4572,United States,California,San Diego,92104,32.741499,-117.127409,Female,No,No,No,10,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,54.25,583.0,2253,0.3165187936337762,54.25,206.0537346555883,0
6643,United States,California,Richvale,95974,39.495768,-121.747472,Female,No,Yes,Yes,5,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),69.95,320.4,3850,0.24523723723723725,69.95,205.85213693693697,0
2248,United States,California,Moreno Valley,92553,33.923149,-117.244933,Male,Yes,Yes,No,20,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,One year,No,Credit card (automatic),94.3,1818.3,2574,0.18189740078476813,94.3,205.8350987280436,0
2715,United States,California,Stockton,95207,38.002125,-121.324979,Male,No,Yes,No,18,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),56.8,1074.65,5558,0.3015898318851423,56.8,205.563629412913,0
26,United States,California,Whittier,90602,33.972119,-118.020188,Female,Yes,Yes,Yes,37,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,76.5,2868.15,2793,0.22387301587301586,76.5,205.51542857142857,1
1557,United States,California,Palo Alto,94306,37.416159,-122.131337,Male,No,No,No,11,No,No phone service,DSL,No,No,Yes,No,Yes,No,One year,Yes,Electronic check,41.6,470.6,3119,0.4112860627787434,41.6,205.3140025391487,1
2324,United States,California,Corona,92879,33.893823,-117.531446,Male,No,No,No,46,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Electronic check,108.65,4903.2,4210,0.1562645088320004,108.65,203.73766661516214,0
6857,United States,California,South Pasadena,91030,34.110444,-118.156957,Male,No,Yes,No,3,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,29.9,92.25,4416,0.5674056327612239,29.9,203.58514103472714,0
5330,United States,California,Lotus,95651,38.815515,-120.916997,Female,No,Yes,Yes,16,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),100.7,1522.7,3337,0.16788379534259124,100.7,202.87077829198722,0
47,United States,California,Glendale,91207,34.182378,-118.262922,Female,No,Yes,No,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,24.8,24.8,4851,0.6801535115409207,24.8,202.413685034578,1
1316,United States,California,Los Angeles,90059,33.927254,-118.249826,Female,No,No,No,15,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,55.7,899.8,4519,0.3015898318851423,55.7,201.58264363202915,1
6976,United States,California,Rancho Santa Fe,92067,33.012751,-117.200617,Female,No,No,No,47,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,103.7,4730.6,4543,0.16190553447302602,103.7,201.47524709823358,0
6178,United States,California,San Bruno,94066,37.624436,-122.430661,Female,No,No,No,15,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,48.8,720.1,2577,0.3432849079641533,48.8,201.02764210380815,0
2835,United States,California,Blocksburg,95514,40.309088,-123.668201,Female,No,No,No,28,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),59.55,1646.45,3354,0.2808310242970664,59.55,200.68184996268366,0
6457,United States,California,Monte Rio,95462,38.471049,-123.015549,Male,No,Yes,No,72,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,Yes,Electronic check,99.4,7285.7,6022,0.16788379534259124,99.4,200.25179108464283,0
5136,United States,California,San Jose,95122,37.32886,-121.834567,Male,No,No,No,33,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),66.4,2245.4,3843,0.2510362953220096,66.4,200.02572011257726,0
1362,United States,California,El Monte,91731,34.079934,-118.046695,Female,Yes,Yes,No,24,No,No phone service,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),40.65,933.3,3843,0.4095469323439608,40.65,199.7769935973841,1
3950,United States,California,Murphys,95247,38.147852,-120.440124,Female,No,No,No,4,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,55.2,220.65,4042,0.3015898318851423,55.2,199.77310464071832,0
240,United States,California,Byron,94514,37.83323,-121.601461,Male,Yes,No,No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,44.95,85.15,5900,0.3703211258923479,44.95,199.75121530633248,1
149,United States,California,Ventura,93001,34.360261,-119.306383,Male,No,Yes,No,9,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,29.95,248.95,2573,0.5542356522865657,29.95,199.19229343179168,1
843,United States,California,Mineral,96063,40.408796,-121.579609,Female,No,Yes,No,54,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,No,Bank transfer (automatic),106.55,5763.3,4893,0.15522562134225745,106.55,198.47147944821035,1
829,United States,California,Grimes,95950,39.033058,-121.895718,Male,No,Yes,No,18,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,49.55,878.35,2815,0.3259515746308199,49.55,193.8108062754855,1
4781,United States,California,Farmersville,93223,36.29878,-119.201028,Male,No,Yes,No,63,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,No,Electronic check,102.6,6296.75,4004,0.1562645088320004,102.6,192.3928632739589,0
1260,United States,California,Meadow Valley,95956,39.937017,-121.058043,Male,No,No,No,38,Yes,No,Fiber optic,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),70.45,2597.6,5437,0.22707691446821882,70.45,191.97082349143218,1
2092,United States,California,Imperial Beach,91932,32.579134,-117.119009,Male,No,No,No,23,Yes,No,DSL,No,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),64.9,1509.8,3314,0.246349147068821,64.9,191.85671573719782,0
1719,United States,California,Shasta Lake,96019,40.692523,-122.369876,Male,Yes,Yes,No,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,25.05,25.05,2119,0.6342761816496757,25.05,190.6634202038925,1
5578,United States,California,Downey,90242,33.921793,-118.140588,Female,No,Yes,No,7,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),50.3,355.1,2547,0.3125187936337762,50.3,188.6363438373473,0
147,United States,California,Norco,92860,33.925833,-117.559639,Female,No,No,No,12,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,61.65,713.75,5670,0.2527927927927928,61.65,187.0161081081081,1
1454,United States,California,Anaheim,92805,33.830209,-117.906099,Male,No,No,No,9,No,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),34.7,296.1,5352,0.44881152791968726,34.7,186.8851202257578,1
6015,United States,California,Sequoia National Park,93262,36.527243,-118.594938,Female,No,Yes,No,22,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,54.7,1178.75,5722,0.2838042361360901,54.7,186.28910059972958,0
6379,United States,California,Valley Springs,95252,38.156971,-120.849231,Female,No,Yes,No,56,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),109.8,6109.65,5648,0.1401930802605718,109.8,184.7184025513294,0
6210,United States,California,Benicia,94510,38.113533,-122.11926,Female,No,Yes,No,9,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,50.85,466.6,4623,0.3015898318851423,50.85,184.03011541631383,0
6989,United States,California,San Diego,92107,32.741852,-117.243453,Female,Yes,Yes,No,61,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),94.2,5895.45,5274,0.16224276970156562,94.2,183.39922687064978,0
4514,United States,California,Rosemead,91770,34.065108,-118.082791,Male,No,Yes,Yes,40,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,81.2,3292.3,5370,0.18770638318113078,81.2,182.90109977169385,0
4631,United States,California,Big Bear Lake,92315,34.242058,-116.89802,Male,No,No,No,26,Yes,No,Fiber optic,No,Yes,No,No,No,No,One year,No,Bank transfer (automatic),75.5,2018.1,5184,0.2017022291610251,75.5,182.74221961988874,0
1983,United States,California,Long Beach,90803,33.760458,-118.129725,Female,No,Yes,Yes,8,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,68.55,564.35,3123,0.22104308390022673,68.55,181.83004081632652,0
5441,United States,California,Washington,95986,39.34128,-120.786867,Female,No,Yes,No,67,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),109.7,7344.45,4017,0.13685974692723848,109.7,180.16217085501677,0
1862,United States,California,Imperial,92251,32.858595,-115.662709,Female,No,No,No,4,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,60.4,272.15,5730,0.24816694245265677,60.4,179.87139988968562,1
489,United States,California,Canyon Country,91351,34.422519,-118.420717,Female,No,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,45.95,45.95,4888,0.3259515746308199,45.95,179.72969825143412,1
4928,United States,California,Fresno,93726,36.793601,-119.761131,Female,Yes,No,No,57,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,55.0,3094.05,4622,0.27170710599282033,55.0,179.32668995526143,0
